StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q41,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10
2024-05-27 17:23:30,2024-05-27 17:41:37,0,100,1087,1,2024-05-27 17:41:38,R_3ZQs5jbli6iVuF8,anonymous,EN,2,2,2,7,2,3,1,1,1,1,1,1,1,1,1,1,N/A,1,3,3,1,2,2,1,1,1,1,2,1,1,1,1,5,2,1,1,1,1,"entertainment, was using to check coding errors",4,3,3,2,1,4,1,2,,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,4,4,4,3,4,5,5,5,5,3,5
2024-05-27 21:04:04,2024-05-27 21:07:56,0,100,232,1,2024-05-27 21:07:56,R_3bWBgBf23aokLar,anonymous,EN,1,1,1,6,4,5,1,1,1,1,1,1,1,1,1,1,,3,4,3,4,4,4,2,3,3,2,3,1,1,1,1,5,1,1,1,1,1,,4,4,3,3,3,4,4,3,,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,4,5,5,3,3,4,4,3,3
2024-05-28 07:09:23,2024-05-28 07:16:24,0,100,420,1,2024-05-28 07:16:25,R_8DC63eh3V5Z5QYn,anonymous,EN,1,2,1,3,3,2,1,1,1,1,1,1,1,2,1,1,,4,3,3,1,2,2,1,1,2,1,1,1,1,1,1,5,2,1,1,2,1,,4,5,3,2,4,4,4,4,,2,2,1,1,1,1,3,2,4,3,2,3,2,1,2,2,4,4,4,4,3,4,2,4,5,4
2024-05-28 22:37:08,2024-05-28 22:44:29,0,100,441,1,2024-05-28 22:44:30,R_4aB35kYP3dLdK6J,anonymous,EN,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,5,4,3,2,4,3,4,3,,1,1,1,1,1,1,2,1,1,3,2,4,2,1,4,4,5,4,4,1,3,5,4,5,3,2
2024-05-29 02:49:12,2024-05-29 03:02:00,0,100,767,1,2024-05-29 03:02:01,R_8nB9CseguZsOb9n,anonymous,EN,1,2,1,3,3,1,1,1,1,1,1,1,1,2,1,1,,4,4,4,4,4,4,3,4,3,4,1,1,1,2,1,5,1,1,1,2,1,nothing,5,3,3,3,2,4,3,3,,1,1,1,1,1,1,2,1,1,4,3,3,2,1,3,3,4,4,3,1,3,4,4,4,3,3
2024-05-29 07:24:18,2024-05-29 07:30:05,0,100,347,1,2024-05-29 07:30:06,R_8DZryorOcFRVRlU,anonymous,EN,1,3,1,5,2,1,1,1,1,1,1,1,1,1,1,1,,5,5,5,5,5,5,1,1,2,1,4,1,1,1,1,5,3,1,1,3,1,"Random number generator, lamguage learning",4,5,5,2,4,2,4,4,Provides more viable answers than google and faster than skimming through research papers,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5,5,5,3,5,4,4,4,4
2024-05-30 07:57:26,2024-05-30 08:06:43,0,100,557,1,2024-05-30 08:06:44,R_2U90Ae4CcwgVF6F,anonymous,EN,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,,2,4,2,1,2,1,4,4,1,3,1,1,1,1,1,5,1,1,1,1,1,,4,4,4,4,1,4,2,4,,3,1,1,3,1,1,1,4,3,2,1,4,2,1,4,3,4,5,4,2,5,5,5,5,2,4
2024-05-31 06:02:19,2024-05-31 06:06:37,0,100,258,1,2024-05-31 06:06:38,R_8dyup8IXrs5tamn,anonymous,EN,1,2,1,3,3,4,1,1,1,1,1,1,1,1,1,1,,3,4,4,1,4,2,4,5,5,2,3,1,1,1,2,5,3,1,1,4,1,,5,5,5,4,2,4,4,1,,2,1,1,1,2,1,2,2,1,5,4,4,4,1,4,4,5,5,4,3,4,4,5,4,3,2
2024-05-31 06:07:14,2024-05-31 06:10:55,0,100,220,1,2024-05-31 06:10:55,R_8zucou4D3njB3G3,anonymous,EN,1,2,1,3,3,3,1,1,1,1,1,1,1,3,1,1,,4,4,4,4,2,2,4,4,4,4,1,1,1,1,1,5,1,1,1,1,1,,4,3,3,2,3,4,2,1,,1,1,1,1,1,1,1,1,1,3,3,5,5,1,5,5,2,2,3,3,4,4,5,4,4,4
2024-05-31 06:02:23,2024-05-31 06:11:44,0,100,560,1,2024-05-31 06:11:44,R_2frOqhYfzoV2JFv,anonymous,EN,2,2,4,4,3,4,1,1,1,1,1,1,1,2,1,1,,3,3,3,3,4,3,3,4,3,3,3,1,1,3,1,5,1,1,1,2,1,Mostly for brainstorming or to advance written (non-academic!) texts,4,4,3,4,2,4,4,4,,2,1,4,3,3,4,4,4,1,4,3,3,2,1,4,4,2,4,4,2,5,5,5,5,4,4
2024-05-31 06:24:35,2024-05-31 06:31:44,0,100,429,1,2024-05-31 06:31:45,R_82ssXLM81uDNI1H,anonymous,EN,1,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,,4,3,4,2,1,1,1,2,3,2,1,1,1,1,1,5,1,1,1,4,1,,5,5,3,4,4,5,5,2,,1,1,1,1,1,1,4,2,2,2,3,4,2,1,4,3,3,3,2,1,4,5,4,4,4,4
2024-05-31 06:41:22,2024-05-31 06:46:05,0,100,283,1,2024-05-31 06:46:06,R_2N4cgqJRcvpjbXF,anonymous,EN,1,1,1,3,4,1,1,2,1,1,1,1,1,1,1,1,,2,4,4,1,4,3,3,2,1,3,3,2,1,1,1,5,1,1,1,1,1,,5,3,3,4,5,5,3,1,,1,1,1,1,1,1,1,1,1,3,2,3,3,1,4,5,4,2,3,2,5,4,2,3,2,3
2024-05-31 06:18:28,2024-05-31 06:53:31,0,100,2102,1,2024-05-31 06:53:31,R_2ud9toqkVHzXGYp,anonymous,EN,1,1,4,5,3,1,1,2,1,1,1,1,1,1,1,1,,4,2,1,2,3,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,To get ideas for new sport activities/games for my school class,3,4,1,1,4,4,1,3,Mostly for creative ideas to get started,1,1,1,1,1,1,1,1,1,3,2,3,3,1,4,4,4,5,1,1,4,4,3,4,2,3
2024-05-31 06:44:02,2024-05-31 06:55:03,0,100,660,1,2024-05-31 06:55:03,R_8KMX0zi3iJSa5JV,anonymous,EN,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,CoPilot,3,3,1,2,2,1,2,1,1,1,3,1,1,1,1,5,1,1,1,2,1,Generating porblems/excersizes for practising math,4,4,4,2,4,4,4,1,,1,1,1,1,1,1,1,1,1,4,2,4,2,1,4,3,3,3,4,1,4,4,3,3,3,3
2024-05-31 07:18:35,2024-05-31 07:25:40,0,100,424,1,2024-05-31 07:25:41,R_8t9Z3C1zzMCHEHL,anonymous,EN,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,ChatDOC,4,3,3,1,1,4,1,1,1,1,1,3,1,4,1,5,1,1,1,4,1,personal help: what should i give my brother for his 20th birthday? or ideas on what to eat for lunch,4,5,3,3,5,5,4,2,,1,4,4,2,4,2,4,4,4,4,5,4,3,1,4,3,4,5,2,1,4,5,5,5,2,5
2024-05-31 07:19:54,2024-05-31 07:27:30,0,100,456,1,2024-05-31 07:27:31,R_8lnK1miHbVt8IPX,anonymous,EN,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,,3,4,2,1,3,3,4,2,1,2,1,1,1,1,3,5,3,1,1,3,1,"Generating problems/exercises on a topic I’m studying, generating a structure for application letters",5,4,3,4,4,4,4,2,,1,1,1,1,1,1,2,1,1,2,1,5,2,1,4,4,4,4,4,3,3,4,4,5,3,4
2024-05-31 07:16:26,2024-05-31 07:30:48,0,100,862,1,2024-05-31 07:30:49,R_2luf6NHOyCHUFK9,anonymous,EN,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,"More a „book“type, i don‘t like to use the internet for important stuff. ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,1,1,1,3,3,3,3,3,"Yes, sometimes i think about using ChatGPT but i don‘t trust any of them. Maybe the reason for why i prefer talking to people or read books instead of using a programm. ",3,4,4,3,3,1,2,3,1,3,2,5,5,1,3,4,3,2,3,4,4,4,4,5,4,4
2024-05-31 07:31:51,2024-05-31 07:34:24,0,100,152,1,2024-05-31 07:34:25,R_8IsKBEqcxzmLiPn,anonymous,EN,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,,4,3,4,4,5,4,5,4,5,4,1,1,1,1,3,5,1,1,1,5,2,,5,4,4,5,3,3,3,5,,1,1,1,1,1,1,2,3,2,4,4,4,5,1,5,3,2,3,5,4,2,3,3,4,4,2
2024-05-31 07:22:12,2024-05-31 07:35:33,0,100,801,1,2024-05-31 07:35:34,R_8rqJw9X0d3OP3Tv,anonymous,EN,1,2,1,2,3,4,1,1,1,1,1,1,1,1,1,1,,3,3,1,1,1,1,4,4,1,3,1,1,1,1,1,5,1,1,1,3,1,Inspiration for essays & thinking of a title,1,3,1,4,1,5,3,2,,1,1,4,1,1,1,4,1,2,2,3,4,2,1,4,4,5,5,5,4,5,5,4,4,4,4
2024-05-31 07:30:50,2024-05-31 07:37:27,0,100,397,1,2024-05-31 07:37:28,R_2q51lj3V9xD8BJL,anonymous,EN,2,2,1,7,2,1,1,1,1,1,1,1,1,1,1,1,,3,2,2,1,3,2,1,3,1,1,1,1,1,2,1,5,1,1,2,3,1,,4,4,3,2,3,4,3,4,,2,2,2,1,2,1,2,1,1,3,2,3,2,1,3,4,4,4,3,2,3,3,4,4,4,4
2024-05-31 07:42:26,2024-05-31 07:47:00,0,100,274,1,2024-05-31 07:47:00,R_8Q0lPFAHapCjcvU,anonymous,EN,1,2,1,3,4,2,1,1,1,1,1,1,1,1,1,1,,4,4,4,1,5,5,3,3,3,2,2,2,2,1,1,5,1,1,3,4,5,,5,5,5,4,2,5,3,3,,4,1,3,4,3,1,1,1,1,2,2,3,3,1,5,4,5,5,5,1,5,5,5,5,5,5
2024-05-31 07:47:19,2024-05-31 07:53:13,0,100,354,1,2024-05-31 07:53:13,R_8CUmzEwKTXAGztQ,anonymous,EN,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,,3,3,2,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,1,1,1,,5,2,4,2,1,4,5,1,,1,1,1,4,1,1,2,2,2,4,4,5,5,1,4,4,5,5,1,2,3,4,5,3,4,4
2024-05-31 08:16:20,2024-05-31 08:22:14,0,100,354,1,2024-05-31 08:22:15,R_8IAiRAHz6AX9VTh,anonymous,EN,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,,3,3,2,1,4,3,2,4,4,1,1,3,1,2,1,5,1,1,1,3,1,asking for synonymes,4,3,3,4,3,2,5,3,,4,2,1,1,3,1,4,2,1,1,1,3,2,1,5,4,4,4,4,3,4,5,3,3,2,4
2024-05-31 08:27:07,2024-05-31 08:32:17,0,100,309,1,2024-05-31 08:32:18,R_2PumQoFke8WWYjY,anonymous,EN,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,3,3,3,3,3,3,3,3,,1,1,3,1,1,1,3,2,1,2,2,4,2,1,4,4,3,4,2,3,4,4,4,4,3,3
2024-05-31 08:07:23,2024-05-31 08:51:03,0,100,2620,1,2024-05-31 08:51:04,R_84CtkMV1xrohd6e,anonymous,EN,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,None.,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,My boyfriend uses it to clarify relationship communication mishaps,4,4,4,3,4,5,4,5,See what all the fuzz is about,1,1,1,1,1,1,1,1,1,1,2,5,5,1,5,5,5,5,5,4,3,4,4,4,3,3
2024-05-31 09:18:07,2024-05-31 09:21:56,0,100,229,1,2024-05-31 09:21:56,R_8tFlxFEDVgHwfSk,anonymous,EN,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,,3,3,3,1,2,3,2,3,4,5,1,1,1,1,2,5,1,1,1,4,1,,4,4,5,4,4,2,5,1,,1,1,1,1,1,1,4,1,1,4,4,5,5,1,2,2,5,5,4,1,4,4,5,5,3,5
2024-05-31 09:51:34,2024-05-31 09:57:41,0,100,366,1,2024-05-31 09:57:41,R_27IGRMfSGjtlFPY,anonymous,EN,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,,4,4,3,1,4,4,2,1,1,1,3,1,1,1,2,5,4,1,1,2,1,,5,4,1,4,5,5,5,2,,1,1,1,2,1,1,2,1,2,1,1,3,2,1,3,4,4,3,3,2,5,5,5,4,3,5
2024-05-31 10:30:12,2024-05-31 10:38:38,0,100,505,1,2024-05-31 10:38:38,R_8qUkb0KTQJHfbNK,anonymous,EN,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,5,1,1,1,1,1,,5,3,3,4,4,4,4,2,,1,4,1,1,2,1,1,1,1,4,3,4,2,1,4,4,2,2,3,2,5,5,2,4,3,4
2024-05-31 11:03:58,2024-05-31 11:11:14,0,100,435,1,2024-05-31 11:11:14,R_20IyX0aIXtlgx8C,anonymous,EN,1,3,1,3,3,1,1,1,1,1,1,1,1,2,1,1,,2,4,4,3,3,4,1,1,4,2,2,1,1,1,1,5,1,1,1,1,1,,5,5,5,5,5,5,5,5,,1,1,4,1,2,1,4,4,4,5,2,1,1,1,5,5,4,2,2,4,4,5,5,5,3,5
2024-05-31 11:30:38,2024-05-31 11:35:52,0,100,314,1,2024-05-31 11:35:52,R_2HSEnlfSGB0hojL,anonymous,EN,1,1,1,6,3,3,1,1,1,1,1,1,1,1,1,1,,3,2,2,1,2,3,3,3,1,3,3,1,1,1,3,5,3,1,1,2,1,,5,4,3,3,4,5,4,3,,1,1,1,1,1,2,4,3,3,2,2,4,3,1,4,3,5,5,4,3,3,3,4,4,3,3
2024-05-31 12:08:00,2024-05-31 12:12:01,0,100,240,1,2024-05-31 12:12:01,R_2Xp45nZQplVaTse,anonymous,EN,1,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,3,1,4,3,1,4,1,1,,1,1,1,4,1,1,3,2,1,1,1,5,5,1,5,5,5,5,5,1,3,3,4,5,5,5
2024-05-31 12:46:44,2024-05-31 12:53:51,0,100,427,1,2024-05-31 12:53:52,R_2GWkGs2HG7HQteD,anonymous,EN,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,,4,4,3,1,4,4,1,3,1,1,2,1,1,1,1,5,1,1,1,3,1,-,5,2,2,4,4,4,5,1,,4,1,4,2,2,1,2,1,1,1,2,4,4,1,4,4,4,5,4,1,4,4,4,4,2,2
2024-05-31 23:18:20,2024-05-31 23:22:06,0,100,225,1,2024-05-31 23:22:07,R_5E3MqnyOzy8EP8T,anonymous,EN,2,1,1,7,1,1,1,1,5,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,5,5,4,5,5,3,4,3,,3,3,3,3,3,3,3,3,3,4,4,4,4,1,4,3,4,4,4,4,5,4,4,4,4,5
2024-06-01 01:09:12,2024-06-01 01:14:10,0,100,297,1,2024-06-01 01:14:10,R_8IAxrQwMyirjfNo,anonymous,EN,1,2,2,5,2,1,1,1,1,1,1,1,1,1,1,1,,1,3,2,1,1,1,2,1,1,1,3,1,1,1,3,5,2,1,1,1,1,,4,4,4,4,3,5,2,4,,1,1,1,1,1,1,1,1,1,2,4,3,4,1,4,4,5,5,1,1,5,5,5,5,2,2
2024-06-01 15:37:36,2024-06-01 15:40:23,0,100,167,1,2024-06-01 15:40:24,R_8buGsB8OGJER5rH,anonymous,EN,2,2,2,7,2,2,1,1,1,2,1,2,1,1,1,2,,2,3,3,4,2,3,3,3,4,4,2,1,1,1,2,5,1,1,1,2,1,,2,3,3,2,3,2,3,3,,1,1,1,1,1,2,1,1,1,2,1,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4
2024-06-01 15:53:27,2024-06-01 15:55:17,0,100,109,1,2024-06-01 15:55:17,R_27fhwPP7sJvCjIU,anonymous,EN,1,2,1,2,5,4,1,1,1,1,1,1,1,1,1,1,,4,4,5,2,4,5,4,3,5,4,1,3,3,2,4,5,3,5,4,2,4,,5,5,4,5,4,4,2,4,,4,4,4,3,3,3,4,5,2,2,5,4,3,1,5,3,2,4,4,2,5,2,2,2,3,1
2024-06-01 16:39:03,2024-06-01 16:42:56,0,100,233,1,2024-06-01 16:42:57,R_272y4vstMv15WH2,anonymous,EN,2,2,1,3,4,1,1,1,1,1,1,1,1,2,1,1,,4,4,4,1,3,4,4,5,4,3,4,3,3,3,3,5,2,1,3,3,2,,5,3,2,4,4,5,5,3,,4,3,2,4,4,3,4,2,4,2,2,2,4,1,3,3,5,5,3,2,4,4,4,4,3,5
2024-06-01 17:15:56,2024-06-01 17:21:43,0,100,346,1,2024-06-01 17:21:44,R_4esSke46Ld1Wrbb,anonymous,EN,1,2,1,7,5,5,1,1,4,1,1,1,1,1,1,3,,5,5,5,5,5,5,5,5,4,5,4,3,2,1,2,5,2,3,4,5,2,,5,5,4,4,1,5,5,1,,1,2,3,1,1,1,1,1,1,5,5,5,4,1,4,4,5,5,1,1,5,5,5,5,5,5
2024-06-01 19:20:52,2024-06-01 19:31:18,0,100,625,1,2024-06-01 19:31:19,R_4fwTGD0PeEubZ3X,anonymous,EN,3,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,"Maths ",2,2,1,3,1,1,3,1,3,1,2,1,1,1,5,5,2,3,1,1,2,"Calculator ",5,5,5,1,2,3,4,5,"Easy language ",2,2,2,3,3,5,3,2,2,2,4,3,3,1,2,4,4,5,5,5,5,5,5,5,4,4
2024-06-01 19:39:50,2024-06-01 19:48:44,0,100,534,1,2024-06-01 19:48:45,R_4xyqWlCBPybKBHa,anonymous,EN,1,1,1,6,1,3,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,4,1,1,4,4,1,1,1,1,3,1,5,1,1,1,4,1,,4,4,4,4,4,4,4,2,,1,1,1,1,1,1,4,1,1,2,2,3,3,1,3,3,4,4,3,1,3,4,4,4,4,4
2024-06-02 07:10:28,2024-06-02 07:17:00,0,100,392,1,2024-06-02 07:17:01,R_4bH644m8oeQmnxT,anonymous,EN,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,4,4,2,2,1,1,1,1,1,2,3,1,1,1,1,5,1,1,1,2,1,"Brainstorm interview questions ",4,3,2,2,2,4,4,2,,1,1,1,1,1,1,1,1,1,4,3,4,4,1,4,4,5,5,5,4,4,4,5,5,3,4
2024-06-02 08:00:54,2024-06-02 08:08:36,0,100,462,1,2024-06-02 08:08:37,R_231LtjqSrpNJ1TK,anonymous,EN,1,2,1,4,3,3,1,1,1,1,1,1,1,1,1,3,,4,4,4,3,3,3,2,3,2,1,2,1,1,1,2,5,1,1,1,3,1,,5,4,4,4,5,5,4,2,,1,1,1,1,1,2,2,1,1,4,3,5,4,1,5,4,5,5,4,4,3,4,4,4,4,4
2024-06-02 10:09:44,2024-06-02 10:17:23,0,100,459,1,2024-06-02 10:17:24,R_8f1dzHaEmIuS70R,anonymous,EN,1,2,1,4,3,1,1,1,1,1,1,1,1,2,1,1,,4,3,1,1,2,2,3,1,1,2,3,1,1,1,2,5,2,2,1,4,1,,4,4,4,5,1,3,4,5,,2,2,4,3,4,1,3,1,1,3,1,3,2,1,2,4,4,4,1,1,2,4,4,4,2,4
2024-06-02 15:04:03,2024-06-02 15:07:18,0,100,194,1,2024-06-02 15:07:18,R_8QK8gjBQ5wyKanq,anonymous,EN,2,2,1,4,5,3,1,2,1,1,1,1,1,1,1,2,,4,3,3,3,5,5,5,5,5,5,1,1,1,1,3,5,1,1,1,1,1,,4,4,4,4,4,3,5,2,,1,1,1,1,1,1,2,2,2,2,2,4,4,1,4,5,4,4,3,3,3,4,4,4,4,4
2024-06-02 15:04:24,2024-06-02 15:13:19,0,100,534,1,2024-06-02 15:13:20,R_247E4j2G7BROkKJ,anonymous,EN,2,2,1,3,4,4,1,1,1,3,1,2,1,3,1,4,,5,4,5,5,5,5,5,5,2,3,3,3,3,4,3,5,3,1,3,3,2,,5,4,3,4,5,2,5,3,,4,4,5,2,2,1,2,2,1,4,5,5,4,1,4,3,5,2,1,1,5,5,5,5,3,5
2024-06-02 15:27:37,2024-06-02 15:29:55,0,100,137,1,2024-06-02 15:29:55,R_2LXrmtLiMoifRGs,anonymous,EN,2,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,4,4,4,2,2,4,2,2,,1,1,1,1,1,1,1,1,1,2,2,4,4,1,4,4,5,4,5,5,4,4,4,4,4,4
2024-06-02 16:39:09,2024-06-02 16:43:39,0,100,269,1,2024-06-02 16:43:39,R_2Jsfq3Qe4gO60iR,anonymous,EN,2,2,1,3,4,4,2,2,1,1,1,1,1,1,1,4,,5,5,5,1,5,5,5,5,5,5,1,1,1,1,4,5,1,1,1,1,1,,4,4,4,4,4,4,4,4,,1,2,1,1,3,1,4,1,1,2,2,5,5,1,3,4,4,3,3,1,4,3,4,1,4,4
2024-06-02 17:06:31,2024-06-02 17:12:58,0,100,387,1,2024-06-02 17:12:59,R_4GVXKzPsoK0iTF8,anonymous,EN,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,4,4,4,2,1,5,2,4,,4,4,2,2,3,2,4,1,1,2,1,2,2,1,4,4,4,5,2,2,4,5,5,5,2,2
2024-06-03 01:26:16,2024-06-03 01:33:03,0,100,406,1,2024-06-03 01:33:04,R_8rwQNN4UAdOK7uq,anonymous,EN,1,1,3,3,2,3,2,2,2,1,2,1,1,2,2,2,,4,2,2,3,4,4,3,1,2,1,3,3,2,2,3,5,2,1,1,1,1,,3,4,5,3,2,4,2,4,,4,1,4,1,4,1,1,2,2,3,2,3,1,1,4,2,2,4,2,3,2,3,4,3,2,4
2024-06-03 02:44:05,2024-06-03 02:46:00,0,100,114,1,2024-06-03 02:46:00,R_8e375ZzlHhCjs3B,anonymous,EN,2,1,1,4,4,5,3,1,2,1,3,3,2,4,3,2,,5,2,5,5,2,3,4,3,3,4,1,2,4,4,1,5,3,4,3,2,4,,4,3,5,2,4,4,4,2,,1,1,1,1,4,3,5,5,3,2,4,2,5,1,3,4,5,4,2,4,4,3,4,3,4,3
2024-06-03 02:59:52,2024-06-03 03:03:54,0,100,241,1,2024-06-03 03:03:55,R_2qjKVgG4PVX8Nao,anonymous,EN,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,,3,3,4,4,3,2,2,3,1,1,1,1,1,1,1,5,1,1,1,1,1,Occasionally to cut down the length of essays that have gone over my word count allowance,4,3,3,2,3,4,4,4,,1,1,1,1,1,1,2,1,1,2,2,4,4,1,5,4,5,5,4,4,1,4,4,4,4,4
2024-06-03 03:04:37,2024-06-03 03:13:27,0,100,529,1,2024-06-03 03:13:28,R_81t4lfZVOhaHK1y,anonymous,EN,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,1,3,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,3,5,4,2,4,3,4,2,,1,1,1,1,1,2,1,1,2,4,4,3,2,1,4,4,4,4,2,1,5,4,5,2,5,5
2024-06-03 03:11:42,2024-06-03 03:16:54,0,100,312,1,2024-06-03 03:16:55,R_8ZNyXHyM6VgYJEh,anonymous,EN,1,2,1,4,4,3,1,1,1,1,1,1,1,2,1,3,,5,5,5,3,4,2,4,4,5,2,3,3,2,4,3,5,2,1,2,4,1,,4,5,5,4,4,4,5,2,,1,1,1,1,1,1,4,1,2,2,2,5,4,1,4,4,5,5,1,1,5,4,2,4,2,2
2024-06-03 03:15:13,2024-06-03 03:24:53,0,100,580,1,2024-06-03 03:24:53,R_87NW31l0iL7g8EW,anonymous,EN,1,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,,3,3,3,1,3,3,3,3,2,3,1,1,1,1,1,5,1,1,1,1,1,For reformulation of complex sentences,5,2,2,3,1,4,4,3,,1,1,1,1,1,2,4,2,1,2,2,5,3,1,4,4,3,3,2,1,3,4,5,4,2,2
2024-06-03 03:33:45,2024-06-03 03:45:28,0,100,703,1,2024-06-03 03:45:29,R_2ydxaH973Vol3zk,anonymous,EN,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,,1,1,1,1,4,1,4,1,,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,4,4,5,3,2,3,5,5,4,3,4
2024-06-03 03:53:51,2024-06-03 04:01:48,0,100,477,1,2024-06-03 04:01:49,R_8bUcjiHhFSjOKkE,anonymous,EN,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,None,5,2,2,2,2,4,4,3,,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,4,4,4,3,1,3,4,4,4,2,4
2024-06-03 05:23:43,2024-06-03 05:33:44,0,100,600,1,2024-06-03 05:33:44,R_8I3FUuSR2xyY58A,anonymous,EN,1,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,,5,4,4,3,3,3,3,4,2,1,2,1,1,1,2,5,2,1,1,2,1,,5,5,4,5,4,3,4,4,,4,1,4,1,1,1,1,1,2,4,3,4,2,1,4,4,5,4,1,1,5,5,5,5,4,4
2024-06-03 09:45:03,2024-06-03 09:48:25,0,100,201,1,2024-06-03 09:48:25,R_2KSWhKJjXaBQRyc,anonymous,EN,2,2,1,7,5,1,1,1,1,1,1,1,1,1,1,1,,4,5,5,3,5,4,3,3,2,2,4,2,2,2,3,5,4,2,4,4,4,,5,5,5,4,5,5,5,4,,3,2,1,1,1,1,2,2,1,2,2,4,4,1,4,4,2,2,1,1,4,4,5,5,2,2
2024-06-03 11:38:33,2024-06-03 11:46:13,0,100,460,1,2024-06-03 11:46:14,R_2mR6gLveaOCT1wE,anonymous,EN,2,1,2,6,4,2,1,1,1,1,1,2,1,3,1,1,,4,4,4,2,3,3,2,1,3,2,1,1,2,3,2,5,4,1,1,4,1,,4,4,4,4,3,4,3,4,,4,4,2,3,3,2,4,4,4,2,2,3,2,1,4,3,4,3,4,4,2,2,2,2,4,3
2024-06-03 11:48:07,2024-06-03 11:52:07,0,100,239,1,2024-06-03 11:52:07,R_8ysJEBXKn8AbILi,anonymous,EN,2,2,2,5,3,2,1,1,1,1,1,1,1,2,1,1,,3,2,2,3,1,1,1,1,2,1,1,1,1,1,1,5,2,1,1,1,1,,2,1,1,4,3,2,2,3,,1,1,1,1,1,1,1,1,1,2,2,4,4,1,4,3,5,4,4,4,3,4,4,5,5,5
